Systematic ORF Name	Common Gene Name	Probe bp position	Probe No.	Average WT fluorescent intensity value	Average spt6 fluorescent intensity value	Average spt6/WT ratio	Ratio of spt6/WT to Probe No. 1 spt6/WT	spt6 short transcript gene?
YDR176W	NGG1	1640	5	521.249402569853	407.054897751123	0.809232080073415	1.7115299113107	No
YDR176W	NGG1	2050	6	480.051824657677	425.165964511918	0.884670305473155	1.87108213669472	No
YDR177W	UBC1	1	1	1563.76675049965	1357.21394285418	0.858789719334721	1	No
YDR177W	UBC1	118	2	1084.71675505799	1373.19809593685	1.25089755942084	1.45658189805751	No
YDR177W	UBC1	236	3	781.680293688828	1417.79668408306	1.82308863069018	2.12285800545269	No
YDR177W	UBC1	353	4	1392.91781426214	1758.99828113213	1.14880162752501	1.3376983930536	No
YDR177W	UBC1	471	5	1462.75766215349	1904.1287159387	1.22022566422681	1.42086664145453	No
YDR177W	UBC1	589	6	2013.71187216971	3006.5187542084	1.46530095904641	1.70623952063788	No
YDR178W	SDH4	1	1	674.866050371682	1863.61074976092	2.88749573043442	1	No
YDR178W	SDH4	98	2	1233.67446724167	2940.19549524027	2.47556797892309	0.857340827496442	No
YDR178W	SDH4	195	3	449.395363335347	1550.93484470976	3.48943412495902	1.20846382149768	No
YDR178W	SDH4	292	4	734.225881805125	2274.58342758252	2.93417243747129	1.01616511724845	No
YDR178W	SDH4	389	5	913.315735599273	3927.76930754363	4.22825474915636	1.46433281427579	No
YDR178W	SDH4	487	6	859.664309093203	3296.9017781825	3.72198781632736	1.28900201551723	No
YDR179C	CSN9	1	1	317.934770765847	257.694948504413	0.841638970419229	1	No
YDR179C	CSN9	86	2	364.320019128925	265.376249056371	0.744536131387465	0.884626493728782	No
YDR179C	CSN9	172	3	235.024728605156	188.012411849797	0.886569941484192	1.05338508867119	No
YDR179C	CSN9	258	4	201.355216816858	194.063066043704	0.975365941547075	1.15888875851511	No
YDR179C	CSN9	344	5	275.460673148369	251.426386909108	0.930282007686965	1.10532192588894	No
YDR179C	CSN9	430	6	256.355092888875	198.650873965268	0.776899908874093	0.923079771944389	No
YDR179W-A		1	1	253.267011360988	130.744983964552	0.491914538539336	1	No
YDR179W-A		267	2	371.336187609854	215.365194879087	0.600417472884094	1.22057273335922	No
YDR179W-A		533	3	104.086764214686	74.1051072509471	0.789169915216522	1.60428256005574	No
YDR179W-A		800	4	291.211071412167	223.440349856085	0.772323855969629	1.57003665364908	No
YDR179W-A		1066	5	162.11889529279	192.32921924288	1.2586420453358	2.55865998405565	No
YDR179W-A		1333	6	349.300018353505	335.27696228924	0.945491828895837	1.92206522641784	No
YDR180W	SCC2	1	1	142.218346845899	97.40908718015	0.692312451156957	1	Yes
YDR180W	SCC2	885	2	142.284891805755	128.761354942991	0.936914424704995	1.3533115331658	Yes
YDR180W	SCC2	1769	3	163.935798609165	221.497506600337	1.41746941903488	2.0474417535985	Yes
YDR180W	SCC2	2654	4	137.905923006788	241.168373235944	1.73150355413068	2.50104349739352	Yes
YDR180W	SCC2	3538	5	75.905071241592	348.778656902002	4.00882973129154	5.79049203086293	Yes
YDR180W	SCC2	4423	6	165.991503875599	878.193418000939	4.52511136277532	6.53622703912545	Yes
YDR181C	SAS4	1	1	352.144354078146	272.936577661871	0.789082930299558	1	No
YDR181C	SAS4	278	2	290.595221448692	217.603890726544	0.781423236874458	0.990292917092767	No
YDR181C	SAS4	555	3	260.03055831778	253.531553672326	0.983974254871507	1.24698459070451	No
YDR181C	SAS4	832	4	268.558688019907	306.561030624278	1.11643821890478	1.4148553669523	No
YDR181C	SAS4	1109	5	309.15542174451	1092.92467086697	3.50096824042255	4.43675576544722	No
YDR181C	SAS4	1387	6	338.909797077464	849.543799833491	2.38744367829781	3.02559285801743	No
YDR182W	CDC1	1	1	733.800461078979	1026.31463932851	1.40127001523871	1	No
YDR182W	CDC1	284	2	355.752586807505	478.606484587542	1.29094578059667	0.921268396924025	No
YDR182W	CDC1	567	3	361.649039230916	485.410084126657	1.38640072600754	0.989388705196381	No
YDR182W	CDC1	850	4	530.730813965123	747.017997404028	1.42723694660408	1.01853099765426	No
YDR182W	CDC1	1133	5	548.270654230776	1131.25287538711	2.06559513522952	1.47408787226325	No
YDR182W	CDC1	1417	6	580.972123818724	1252.63362972523	2.02769188762101	1.44703866176398	No
YDR182W-A		1	1	242.986831220823	573.17783159703	2.30163714467312	1	No
YDR182W-A		29	2	94.5753855016749	385.456347340978	3.79174091788121	1.64741037772039	No
YDR182W-A		58	3	68.2593571707836	435.681070518793	6.27878072036017	2.72796289149734	No
YDR182W-A		87	4	61.2274781239289	411.172319710373	7.02906553431764	3.05394164783342	No
YDR182W-A		116	5	41.1593970884535	294.128011960353	6.43658869491197	2.79652625080749	No
YDR182W-A		145	6	68.4926350475102	401.726568756087	6.059208766701	2.6325647292947	No
YDR183W	PLP1	1	1	440.953061087821	222.99207500139	0.500939111780192	1	No
YDR183W	PLP1	127	2	422.580708566239	283.517498260616	0.66841575703337	1.33432535275198	No
YDR183W	PLP1	254	3	262.334750684434	162.630851343164	0.624606726239754	1.24687154895948	No
YDR183W	PLP1	380	4	251.206451976202	176.603548534145	0.713532481297882	1.42438964041397	No
YDR183W	PLP1	507	5	364.505402895827	275.010061572602	0.734643167155481	1.46653185962017	No
YDR183W	PLP1	634	6	258.279981634727	166.718893365508	0.619938637604615	1.2375528742436	No
YDR184C	ATC1	1	1	785.171289415709	442.261374376217	0.560220839061369	1	No
YDR184C	ATC1	166	2	583.707532898372	390.720707648763	0.67991931873003	1.21366302594029	No
YDR184C	ATC1	331	3	1288.29641858589	1080.92746698443	0.794298730371468	1.41783146036175	No
YDR184C	ATC1	496	4	951.852028809515	1045.05283896257	1.08641436412231	1.93926089208421	No
YDR184C	ATC1	661	5	443.245349282472	569.609040294502	1.13776204648223	2.03091703691086	No
YDR184C	ATC1	826	6	695.508116509069	731.5642558253	0.984459549490915	1.75727049200873	No
YDR185C		1	1	43.8572065992006	55.2362091999464	1.18799192027743	1	No
YDR185C		97	2	48.2142592565885	107.448378415494	2.23106347407219	1.8780123298744	No
YDR185C		193	3	73.0530840044444	132.885037803855	1.80933836445969	1.52302244954423	No
YDR185C		289	4	68.3967388790177	109.207860947808	1.52682346166095	1.28521367494182	No
YDR185C		385	5	71.711311577503	147.551511143485	2.04457195222371	1.72103186673713	No
YDR185C		481	6	87.6859208307733	162.259984522427	1.73940551236181	1.46415601206749	No
YDR186C		1	1	341.455002999814	377.542772102631	1.10806478661682	1	No
YDR186C		515	2	516.72780888696	807.752233003635	1.53565296448693	1.38588734434531	No
YDR186C		1030	3	522.147151940446	799.975928484231	1.41308500488748	1.27527290999109	No
YDR186C		1545	4	383.180942777157	821.993239711348	2.03752986890177	1.83881835566928	No
YDR186C		2060	5	276.520121192182	406.442731425579	1.49119613353264	1.34576619665499	No
YDR186C		2575	6	1307.98960727142	1806.2074614457	1.40709586083708	1.26986786136691	No
YDR188W	CCT6	1	1	2231.05872569132	792.790509050966	0.347377508857487	1	No
YDR188W	CCT6	317	2	1516.35742206595	962.429050878654	0.650594984293425	1.87287595686091	No
YDR188W	CCT6	633	3	1317.91610068073	873.089516632295	0.646298598208502	1.86050789624854	No
YDR188W	CCT6	949	4	1187.18929707375	1046.72431749128	0.877575099730613	2.52628646747145	No
YDR188W	CCT6	1265	5	2231.76477133668	1811.04238632765	0.805119125337103	2.31770654348093	No
YDR188W	CCT6	1582	6	1929.32358235325	1592.73769441174	0.798170590403751	2.29770370865088	No
YDR189W	SLY1	1	1	703.839819168145	286.733211356888	0.412251611291366	1	No
YDR189W	SLY1	389	2	888.793994927349	475.885482687921	0.514160738984747	1.24720128412392	No
YDR189W	SLY1	777	3	466.687703284204	424.756283691546	0.965096909426455	2.3410385380989	No
YDR189W	SLY1	1165	4	328.339851529581	320.913225581152	0.908152692050579	2.2029087750702	No
YDR189W	SLY1	1553	5	777.553326325961	902.156268726028	1.11939733313096	2.71532554990987	No
YDR189W	SLY1	1942	6	519.342626616049	536.078488877206	1.0092695363029	2.44818821481715	No
YDR190C	RVB1	1	1	2033.79697067723	1248.65366895849	0.607523159041361	1	No
YDR190C	RVB1	267	2	1056.36890879038	698.981530364364	0.665201505634294	1.09494016110258	No
YDR190C	RVB1	533	3	948.431090992397	573.615388047097	0.622826976652575	1.02519050900934	No
YDR190C	RVB1	800	4	991.534676264074	874.880436515344	0.865297237089665	1.42430329479959	No
YDR190C	RVB1	1066	5	495.160570126213	578.772004451357	1.13507512096163	1.86836518751437	No
YDR190C	RVB1	1333	6	1754.36516761461	2170.68568627836	1.23036676196074	2.02521787630647	No
YDR191W	HST4	1	1	416.945450819754	489.850614184886	1.19031794469818	1	No
YDR191W	HST4	211	2	178.497147500191	164.028664467379	0.895838123807359	0.752604064987455	No
YDR191W	HST4	422	3	147.213668297287	197.501445985612	1.21382747176151	1.01975062811415	No
YDR191W	HST4	632	4	165.821670072806	229.168356144644	1.32921583950141	1.11668974278839	No
YDR191W	HST4	843	5	202.06164883752	344.55434231072	1.5611350870882	1.31152780989456	No
YDR191W	HST4	1054	6	215.201757058389	365.050187708189	1.60623243970487	1.34941462225217	No
YDR192C	NUP42	1	1	441.490408848892	594.570265086726	1.34882469444503	1	No
YDR192C	NUP42	247	2	896.792835204604	1442.71088667812	1.59115315765767	1.17965897585553	No
YDR192C	NUP42	494	3	643.810994506395	668.468490845157	1.02746268487534	0.761746644398504	No
YDR192C	NUP42	740	4	346.924798456627	890.795468852553	2.50367590940547	1.85619074125537	No
YDR192C	NUP42	987	5	442.432437203227	1009.76857930609	2.14467542204588	1.5900327380411	No
YDR192C	NUP42	1234	6	587.267437391284	1438.99045811703	2.45672467937964	1.82138174775221	No
YDR194C	MSS116	1	1	498.131586177578	406.840718391311	0.843397912263386	1	No
YDR194C	MSS116	388	2	491.683495219512	324.156264176711	0.671439831386749	0.796112750131001	No
YDR194C	MSS116	775	3	766.061344052899	638.838599587608	0.816887620188452	0.968567278043421	No
YDR194C	MSS116	1162	4	306.152009108017	281.414050761265	0.948653382100173	1.12479930090687	No
YDR194C	MSS116	1549	5	694.906205798907	781.263548892346	1.1417856673562	1.35379238050524	No
YDR194C	MSS116	1936	6	618.983406255233	645.487963732691	0.901816796335079	1.06926609993012	No
YDR194W-A		1	1	14.4007749413005	42.7565002180698	2.99498308787557	1	No
YDR194W-A		1	2	14.6318992392152	49.5686246025932	2.17875579662042	0.727468480687106	No
YDR194W-A		19	3	9.34853571072495	47.4518462558455	3.97682130884575	1.32782763446809	No
YDR194W-A		19	4	23.1185088653558	70.7035575216003	2.74596404366634	0.916854607554438	No
YDR194W-A		38	5	20.1912960054924	73.0864887398327	2.14415335532155	0.715915012676237	No
YDR194W-A		38	6	30.4195674688909	77.4323376329414	2.50086585394249	0.835018355885418	No
YDR194W-A		56	7	16.9639012228498	66.2621321384771	3.5674685119973	1.19114813250175	No
YDR194W-A		56	8	24.6568165760383	52.4930279503566	1.76399467058404	0.588983182484442	No
YDR194W-A		75	9	22.2916980484	71.963079088046	3.11971669464651	1.04164751623336	No
YDR194W-A		75	10	27.5267927245751	100.016418986116	3.31517490088884	1.10690938934162	No
YDR194W-A		94	11	28.1314212541007	71.8383180213269	1.91151392627382	0.638238637811377	No
YDR194W-A		94	12	22.9288639642928	61.994918918927	2.18417738506175	0.729278704078109	No
YDR195W	REF2	1	1	185.521486625789	214.298124974108	1.16201507479643	1	No
YDR195W	REF2	309	2	323.222630112931	485.558872962044	1.47280859245316	1.26746083110082	No
YDR195W	REF2	617	3	188.928971391224	228.220765534824	1.2102043688569	1.04147045516506	No
YDR195W	REF2	926	4	456.433077649883	577.410116348724	1.26121461991145	1.08536855266908	No
YDR195W	REF2	1234	5	263.075488557079	420.088724299535	1.65265037119572	1.42222799603977	No
YDR195W	REF2	1543	6	392.020093655221	776.494946392121	1.95423365045645	1.68176273513389	No
YDR196C		1	1	1927.15910591062	1865.77267704358	0.948677534440854	1	No
YDR196C		134	2	347.568302913068	304.085961039225	0.889994754542266	0.938142542889271	No
YDR196C		267	3	318.542694885832	346.527638581703	1.14451387900986	1.20643088663887	No
YDR196C		400	4	250.092810295872	234.773654323801	0.970034400204604	1.02251224993574	No
YDR196C		533	5	467.195327547835	425.281432685849	0.866330524374429	0.913198102540755	No
YDR196C		667	6	653.65611872572	658.752061233179	0.991827253086655	1.04548407343833	No
YDR197W	CBS2	1	1	354.629647480258	257.862966231063	0.738260578239409	1	No
YDR197W	CBS2	223	2	778.041267732252	668.075073065863	0.838228725109023	1.13541038193861	No
YDR197W	CBS2	445	3	400.485650943075	502.109278731611	1.20232648889997	1.62859364882689	No
YDR197W	CBS2	667	4	420.832396310359	516.810926336196	1.26145854644474	1.70869010702568	No
YDR197W	CBS2	889	5	262.572884830312	611.552192499208	2.18555831037488	2.96041584068726	No
YDR197W	CBS2	1111	6	324.868111438453	477.571317709293	1.25431989865352	1.69902055673188	No
YDR198C		1	1	380.529280346446	214.43013143047	0.557441771385508	1	Yes
YDR198C		277	2	485.733542293327	437.297220149426	0.900223791441757	1.6149198672433	Yes
YDR198C		553	3	435.199960929123	574.439748241414	1.24067494298965	2.22565836769997	Yes
YDR198C		829	4	471.865280608426	700.405185678747	1.44823976474471	2.59801084002934	Yes
YDR198C		1105	5	184.431268094669	300.995561270379	1.45194192372445	2.60465217759996	Yes
YDR198C		1381	6	247.525345637871	388.859890303897	1.62497372095928	2.91505553471611	Yes
YDR200C	VPS64	1	1	424.565166826581	172.850540178521	0.405403590322584	1	Yes
YDR200C	VPS64	352	2	362.037993084624	286.774506731763	0.801062122819	1.97596208307279	Yes
YDR200C	VPS64	703	3	175.202740001087	166.659521560178	0.977358572664076	2.41082860634358	Yes
YDR200C	VPS64	1054	4	405.289121730283	526.683588610281	1.23844836229145	3.05485297085308	Yes
YDR200C	VPS64	1405	5	349.968886223272	409.602520173518	1.15225294990248	2.842236668367	Yes
YDR200C	VPS64	1756	6	603.273093301663	968.358848477051	1.6068397016774	3.96355567645274	Yes
YDR201W	SPC19	1	1	868.332228901214	490.809419627541	0.565705307369119	1	No
YDR201W	SPC19	88	2	500.778345004201	416.953803031061	0.839108920901983	1.48329688615502	No
YDR201W	SPC19	176	3	333.799122444846	305.187454570198	0.917933245454778	1.62263502480423	No
YDR201W	SPC19	263	4	379.705827814225	317.740107645683	0.808112842010819	1.42850496801779	No
YDR201W	SPC19	351	5	691.525530606817	585.528021509021	0.857737244607486	1.51622626380597	No
YDR201W	SPC19	439	6	434.539582008148	356.507850728379	0.825568366668619	1.45936118313619	No
YDR202C	RAV2	1	1	336.053648588774	446.104316524163	1.23624567873211	1	No
YDR202C	RAV2	200	2	427.887421185895	589.599889712147	1.34838259489563	1.09070763044327	No
YDR202C	RAV2	399	3	157.807544624321	306.708467674284	1.95180730669688	1.57881830470675	No
YDR202C	RAV2	598	4	410.864787941692	764.636799220047	1.829212240371	1.47965106923329	No
YDR202C	RAV2	797	5	258.209657307831	584.210371273399	1.83845004451964	1.48712353551371	No
YDR202C	RAV2	997	6	297.910906419116	718.268477212611	2.39022972852078	1.93345851042505	No
YDR204W	COQ4	1	1	787.000832217831	1193.77751939599	1.52078066586245	1	No
YDR204W	COQ4	190	2	603.738673333805	1240.01987947767	1.98925747256971	1.30805021212022	No
YDR204W	COQ4	380	3	612.486775819199	1262.51516742409	2.11321971441632	1.38956245423984	No
YDR204W	COQ4	569	4	425.182387110359	1025.12714117615	2.50133099750839	1.64476775228456	No
YDR204W	COQ4	759	5	255.723481865387	567.462525284589	2.1537437123731	1.41620929350235	No
YDR204W	COQ4	949	6	998.686611828591	2913.16178305099	2.89863474431155	1.90601761935717	No
YDR205W	MSC2	1	1	540.451151949883	326.82467831748	0.576303402335956	1	Yes
YDR205W	MSC2	424	2	214.561220504454	163.339856014362	0.824414122087244	1.43052100464028	Yes
YDR205W	MSC2	847	3	262.152185839744	252.790402754401	1.03274043650316	1.79200822399643	Yes
YDR205W	MSC2	1270	4	298.076042687467	550.05281705017	1.88274752432935	3.26693806890246	Yes
YDR205W	MSC2	1693	5	600.258070423731	1204.2497547755	1.99450179875409	3.46085376326027	Yes
YDR205W	MSC2	2116	6	487.890579264041	895.887690841551	1.83808623443029	3.18944192760253	Yes
YDR206W	EBS1	1	1	412.308014886455	327.685458733895	0.798145782336337	1	Yes
YDR206W	EBS1	520	2	964.40904168371	1010.78210808427	1.0941120877131	1.37081735182564	Yes
YDR206W	EBS1	1039	3	279.395705192689	300.5418376605	1.11812320234178	1.40090097208659	Yes
YDR206W	EBS1	1558	4	403.14862705878	385.419542846274	1.04426998291545	1.30836998205848	Yes
YDR206W	EBS1	2077	5	712.470986864076	1227.57713531653	1.70477151036833	2.13591495200051	Yes
YDR206W	EBS1	2596	6	858.508032455594	2631.37658054595	2.9665334791989	3.71678150138843	Yes
YDR207C	UME6	1	1	409.380276199696	253.803444121545	0.580194927763216	1	No
YDR207C	UME6	491	2	332.407264031928	242.790202438814	0.731206695031269	1.26027764125798	No
YDR207C	UME6	981	3	479.839111634364	375.589523825765	0.782476069837612	1.34864341688445	No
YDR207C	UME6	1471	4	178.18577165211	278.229392864991	1.58251749403338	2.72756175262398	No
YDR207C	UME6	1961	5	335.970902025603	448.822697164483	1.33742759900571	2.30513493829013	No
YDR207C	UME6	2452	6	589.995001264129	1043.21423422205	1.75336793806551	3.02203251728715	No
YDR208W	MSS4	1	1	454.343678414397	198.648698487914	0.441488977128244	1	No
YDR208W	MSS4	457	2	614.303642164336	443.091225051405	0.741221682227798	1.67891322462732	No
YDR208W	MSS4	913	3	425.351439261737	451.41300017663	1.06681969524681	2.41641298087702	No
YDR208W	MSS4	1369	4	562.497624032275	611.76019207549	1.10227160644215	2.49671376534043	No
YDR208W	MSS4	1825	5	443.970334395377	547.354799028426	1.21037912450199	2.74158401954938	No
YDR208W	MSS4	2281	6	531.444112622112	563.6948948999	1.06655319431906	2.41580933969559	No
YDR210C-C		1	1	2830.60462095867	4987.39158369242	1.81149670118906	1	No
YDR210C-C		253	2	5118.54972210168	6838.06270761722	1.26720239493177	0.699533371548503	No
YDR210C-C		506	3	4404.56757767682	7046.78190574825	1.5924164613877	0.879061198589238	No
YDR210C-C		758	4	7275.30020394874	7072.01190929193	0.961114177244808	0.530563581271739	No
YDR210C-C		1011	5	4672.96097774439	5740.89978631898	1.10588496497319	0.610481357347928	No
YDR210C-C		1264	6	11534.8685032624	7374.20556656164	0.715267365315019	0.394848836790882	No
YDR210C-D		1	1	3471.55495792632	4252.57019069113	1.16314302315625	1	No
YDR210C-D		1042	2	5398.93329995247	5441.66907467762	1.0374956016838	0.891975948811957	No
YDR210C-D		2084	3	5751.69482494052	6115.13266895647	1.0638421437672	0.914627111703267	No
YDR210C-D		3125	4	3177.06764058222	4595.36736468837	1.42978813795146	1.22924533740628	No
YDR210C-D		4167	5	6300.26520915662	6309.99600753698	0.98008963450084	0.842621771346157	No
YDR210C-D		5209	6	3351.22326724452	3493.9879828841	0.830068189398441	0.713642409293752	No
YDR210W		1	1	2698.71671522483	2988.4460788866	1.0953975027941	1	No
YDR210W		34	2	2442.50978624837	3090.35853157991	1.20951500508377	1.1041790783698	No
YDR210W		68	3	2921.39064267843	3335.81743384602	1.10218170048301	1.00619336603525	No
YDR210W		101	4	2302.07463645104	2532.36727956097	1.08140352541875	0.987224749609476	No
YDR210W		135	5	4255.6142327629	3120.01232390991	0.741063642694666	0.676524860431383	No
YDR210W		169	6	1899.77149310219	1968.58880480146	0.988366594629225	0.902290348579518	No
YDR210W-A		1	1	1754.90491113432	2498.63874999918	1.39223750336557	1	No
YDR210W-A		252	2	4655.31583311776	3457.25067924455	0.816554216687598	0.586504971108505	No
YDR210W-A		503	3	1008.78625069755	854.10612707568	0.836156415933752	0.600584608525805	No
YDR210W-A		755	4	1833.03772095913	3264.10020867069	1.54262099774646	1.10801568986424	No
YDR210W-A		1006	5	2044.48183955907	2489.41013441263	0.818976419201395	0.588244762277714	No
YDR210W-A		1258	6	2307.15161045009	3567.07600083884	1.32869691771045	0.954360814515111	No
YDR210W-B		1	1	2636.61963858362	2926.37085807328	1.05496657738192	1	No
YDR210W-B		1051	2	2871.58691666381	3748.31376517617	1.09315627508679	1.03619991241775	No
YDR210W-B		2102	3	1644.76597359724	2324.09135403183	1.0306652989538	0.976964883107079	No
YDR210W-B		3152	4	2508.62348428563	4019.27584905504	1.55778909604644	1.47662412198153	No
YDR210W-B		4203	5	1586.81124217624	2637.54789540268	1.03066722584802	0.97696670960496	No
YDR210W-B		5254	6	4835.10459719657	3863.77988962342	0.729060109852381	0.691074130198201	No
YDR211W	GCD6	1	1	1471.58027069423	1165.95148256942	0.784362405711413	1	No
YDR211W	GCD6	416	2	649.544098916103	540.469689869347	0.847084317542596	1.07996547434511	No
YDR211W	GCD6	832	3	734.16529356965	861.184832415509	1.16573982910866	1.48622603610297	No
YDR211W	GCD6	1248	4	1001.34044320825	928.218800497074	0.9075296727524	1.15702851914387	No
YDR211W	GCD6	1664	5	632.766555444152	886.640605143774	1.35817384994537	1.73156418519768	No
YDR211W	GCD6	2080	6	1362.62143047714	2073.48516601064	1.51687720778486	1.93389840810774	No
YDR212W	TCP1	1	1	1643.78042975996	1279.63998254293	0.773541309022258	1	No
YDR212W	TCP1	325	2	605.213276068226	335.351559913537	0.578973193073236	0.748470943077426	No
YDR212W	TCP1	649	3	917.065524527753	684.154759440176	0.754650428998139	0.975578705618196	No
YDR212W	TCP1	973	4	854.077775758454	807.516730229361	0.914175166790504	1.18180523280134	No
YDR212W	TCP1	1297	5	1394.09181731274	1287.13178659456	0.916936526845342	1.18537499697894	No
YDR212W	TCP1	1621	6	1372.25475093456	1762.68202980563	1.2117487636163	1.56649522072445	No
YDR213W	UPC2	1	1	167.832572947801	88.1872541262585	0.533242227661802	1	Yes
YDR213W	UPC2	537	2	87.9715353319233	63.6998954531687	0.744175452939645	1.39556736945376	Yes
YDR213W	UPC2	1073	3	336.011622918642	408.286474998681	1.09345921273693	2.05058631146225	Yes
YDR213W	UPC2	1610	4	208.406956583489	209.75787096905	1.02187073022064	1.91633497350991	Yes
YDR213W	UPC2	2146	5	340.909140717066	620.416123494403	1.82537161240154	3.42315652757952	Yes
YDR213W	UPC2	2683	6	326.78582801296	705.563308677751	2.11011311620317	3.95713806360713	Yes
YDR214W	AHA1	1	1	1749.69563009525	5163.46659664073	2.75313657292967	1	No
YDR214W	AHA1	199	2	1090.17591295378	2261.16277420371	2.08299769342977	0.756590760484217	No
YDR214W	AHA1	398	3	1667.39071366519	3326.73181987692	1.70710646588365	0.620058765943124	No
YDR214W	AHA1	596	4	3892.99682155303	6825.03133771681	1.71981002076255	0.624672977604036	No
YDR214W	AHA1	795	5	2904.14080280907	5568.18002417786	1.95106431364787	0.708669643501085	No
YDR214W	AHA1	994	6	869.507084759408	2444.01570803461	2.58211092070324	0.937879706401766	No
YDR216W	ADR1	1	1	146.680243176596	284.163085285543	2.1399424998515	1	No
YDR216W	ADR1	783	2	107.388559731485	230.158758372458	2.05564102479311	0.96060572886223	No
YDR216W	ADR1	1565	3	161.077049064509	331.4519280345	2.13692101936002	0.998588055290416	No
YDR216W	ADR1	2348	4	112.491982921348	333.734769668962	3.05031581768383	1.42541952313929	No
YDR216W	ADR1	3130	5	117.418324077544	323.424803393409	2.8176747993883	1.31670584587381	No
YDR216W	ADR1	3913	6	115.736359414057	308.955100641023	2.58245025178416	1.20678487948315	No
YDR217C	RAD9	1	1	235.434189210119	66.2217601110276	0.267023094886507	1	Yes
YDR217C	RAD9	775	2	194.895988117018	152.808256797318	0.777368807678319	2.91124184598611	Yes
YDR217C	RAD9	1549	3	153.302756019187	124.382129830788	0.901788496445262	3.3771928859882	Yes
YDR217C	RAD9	2323	4	126.7215117238	142.191548017832	1.12197289362635	4.20178222450469	Yes
YDR217C	RAD9	3097	5	218.737224549312	261.497655418997	1.07939565935056	4.04233071978038	Yes
YDR217C	RAD9	3871	6	249.528084081201	355.134241868921	1.40573331070601	5.26446340270115	Yes
YDR218C	SPR28	1	1	38.5209839579276	85.4675936708341	2.19478751905203	1	No
YDR218C	SPR28	243	2	35.866848940014	70.5197708712918	1.95312217425336	0.889891234253489	No
YDR218C	SPR28	485	3	12.309509202282	43.4919659251195	3.58618065695036	1.63395345828251	No
YDR218C	SPR28	728	4	30.0572422050794	69.3680110967496	2.28926474974797	1.04304618550808	No
YDR218C	SPR28	970	5	83.4336484593244	161.347878218876	1.85752271666645	0.846333734150605	No
YDR218C	SPR28	1213	6	89.7384182182712	342.785156377563	3.68696482081838	1.67987324003503	No
YDR219C		1	1	224.928893164045	171.08919314263	0.738006337289995	1	No
YDR219C		268	2	231.761842691263	213.48349856676	0.946654821060622	1.28271909498338	No
YDR219C		536	3	293.73773786632	255.117045142082	0.885726801116919	1.20016151130811	No
YDR219C		803	4	173.108432976808	177.231190366655	1.02262625884225	1.38566053863087	No
YDR219C		1071	5	303.296304369839	258.977348668423	0.86836336326122	1.17663401976994	No
YDR219C		1339	6	234.439393618248	248.187008485194	1.08480819330164	1.46991717887563	No
YDR221W		1	1	261.424448377857	245.154500882485	0.981911653533817	1	No
YDR221W		410	2	172.711485696884	199.388054053766	1.1662470876931	1.1877311808001	No
YDR221W		820	3	289.11935460767	350.422598907016	1.22965789818536	1.25231011747333	No
YDR221W		1230	4	447.153041562225	618.465555302821	1.38372464685325	1.40921501631368	No
YDR221W		1640	5	285.13292168259	367.406886086121	1.29104579836752	1.31482887866862	No
YDR221W		2050	6	1044.17564869943	1739.45922344308	1.67149659803601	1.70228817635521	No
YDR222W		1	1	395.636304145336	294.661752971534	0.748728982481088	1	No
YDR222W		238	2	229.378340594956	132.818284693373	0.666846542534689	0.890638078847887	No
YDR222W		476	3	239.633436672178	121.2559994487	0.520729543249731	0.695484688630821	No
YDR222W		713	4	184.784117387463	135.616218861983	0.782208466262745	1.04471508992575	No
YDR222W		951	5	302.591486816249	249.48229415082	0.832276346924996	1.11158558890969	No
YDR222W		1189	6	450.705940756746	398.03291252352	0.907970423866474	1.21268235250852	No
YDR223W		1	1	48.3537213603726	187.892278854016	3.79363502737233	1	No
YDR223W		269	2	62.5927740872606	240.195846782009	3.74957005366139	0.988384498405092	No
YDR223W		538	3	39.2999287800648	136.306827291313	3.1920549924068	0.841423850574731	No
YDR223W		807	4	69.0738611014205	232.418740629104	3.32860995542434	0.877419659879593	No
YDR223W		1076	5	53.4502252372394	261.354399431904	4.79074686545324	1.26283810405756	No
YDR223W		1345	6	73.6849384443553	348.365160528272	4.68068197954712	1.23382506376455	No
YDR224C	HTB1	1	1	7133.40363224223	6906.68741024389	0.994127834879797	1	No
YDR224C	HTB1	68	2	2695.35403162272	6792.2589454514	2.20175493013351	2.21476036872031	No
YDR224C	HTB1	135	3	4497.28472064575	4134.60360754361	0.908296616158477	0.913661789047785	No
YDR224C	HTB1	202	4	4027.14872616494	3818.18513477091	0.925275349172301	0.930740812909819	No
YDR224C	HTB1	269	5	3941.24520193303	4443.09665097769	1.10147804691672	1.1079843137577	No
YDR224C	HTB1	337	6	4471.391439534	5131.59728898514	1.08709340286223	1.09351470175229	No
YDR225W	HTA1	1	1	5688.91866925258	4271.02151704349	0.642789116713025	1	No
YDR225W	HTA1	68	2	4558.17814651058	3778.46437324672	0.728369878316004	1.13313971779828	No
YDR225W	HTA1	136	3	4507.58828323659	3904.74255463729	0.798587699032039	1.24237899844308	No
YDR225W	HTA1	204	4	7704.70072154577	3908.9078311284	0.557893535966663	0.867926231886929	No
YDR225W	HTA1	272	5	7618.25620199412	4422.32071184785	0.590349333348866	0.918418370814498	No
YDR225W	HTA1	340	6	4331.91864881873	3215.08786212467	0.736577251703007	1.14590809419671	No
